업종,상호,시설주소(지번),시설주소(도로명),데이터기준일자
당구장업,은하,서울특별시 송파구 석촌동 294-5번지 ,"서울특별시 송파구 백제고분로40길 31 (석촌동, 신세계빌딩)",2020-04-13
당구장업,우정당구장,서울특별시 송파구 석촌동 285-5번지 지하1층 ,"서울특별시 송파구 백제고분로40길 4 (석촌동, 옥당빌딩)",2020-04-13
당구장업,큐당구장,서울특별시 송파구 신천동 7번지 장미비상가 ,"서울특별시 송파구 올림픽로35길 112 (신천동, 장미아파트 비상가)",2020-04-13
당구장업,스포츠당구장,서울특별시 송파구 가락동 31번지 지하1층 ,"서울특별시 송파구 송이로17길 40 (가락동, 영흥빌딩)",2020-04-13
당구장업,JJ당구클럽,서울특별시 송파구 가락동 76번지 가락빌딩 지하1층 ,"서울특별시 송파구 양재대로62길 47, 지하1층 (가락동, 가락빌딩)",2020-04-13
당구장업,스마일당구장,서울특별시 송파구 오금동 23-3번지 2층 ,"서울특별시 송파구 마천로 79, 2층 (오금동)",2020-04-13
당구장업,밀레니엄당구장,서울특별시 송파구 거여동 546번지 지하 ,서울특별시 송파구 오금로64길 3 (거여동),2020-04-13
당구장업,홍당구장,서울특별시 송파구 방이동 180번지 ,"서울특별시 송파구 백제고분로 498 (방이동, 스카이에듀학원)",2020-04-13
당구장업,Vip당구장,서울특별시 송파구 잠실동 294-4번지 ,"서울특별시 송파구 백제고분로 126 (잠실동, 오룡빌딩)",2020-04-13
당구장업,스포츠당구장,서울특별시 송파구 문정동 68-10번지 21통7반 ,서울특별시 송파구 문정로4길 34 (문정동),2020-04-13
당구장업,큐당구장,서울특별시 송파구 방이동 119번지 3층 ,서울특별시 송파구 백제고분로48길 22 (방이동),2020-04-13
당구장업,예준당구클럽,서울특별시 송파구 방이동 28-7번지 4층 ,"서울특별시 송파구 오금로11길 11 (방이동, 천일빌딩)",2020-04-13
당구장업,코끼리당구장,서울특별시 송파구 잠실동 210-53번지 지하1층 ,"서울특별시 송파구 석촌호수로12길 1-6, 지하1층 (잠실동)",2020-04-13
당구장업,현 당구장,서울특별시 송파구 방이동 135-5번지 지하1층 ,"서울특별시 송파구 가락로 248 (방이동, 화성빌딩)",2020-04-13
당구장업,에이스,서울특별시 송파구 마천동 287-1번지 지하1층 ,"서울특별시 송파구 성내천로 300, 지하1층 (마천동)",2020-04-13
당구장업,영화당구클럽,서울특별시 송파구 오금동 18번지 ,서울특별시 송파구 양재대로72길 8 (오금동),2020-04-13
당구장업,당구마을,서울특별시 송파구 방이동 105번지 ,"서울특별시 송파구 올림픽로32길 56 (방이동, 동우빌딩)",2020-04-13
당구장업,SBS당구장,서울특별시 송파구 가락동 91-8번지 지하1층 ,"서울특별시 송파구 양재대로62길 22, 지하1층 (가락동)",2020-04-13
당구장업,황제 당구장,서울특별시 송파구 마천동 182-2번지 ,"서울특별시 송파구 마천로51길 2 (마천동, 수정빌딩)",2020-04-13
당구장업,둘리당구장,서울특별시 송파구 문정동 36번지 지층 ,서울특별시 송파구 동남로6길 39 (문정동),2020-04-13
당구장업,마스타 당구클럽,서울특별시 송파구 오금동 114-25번지 2층 ,"서울특별시 송파구 마천로 197, 2층 (오금동)",2020-04-13
당구장업,ONE 당구장,"서울특별시 송파구 잠실동 203번지 , 영우빌딩3층 ",서울특별시 송파구 백제고분로9길 30 (잠실동),2020-04-13
당구장업,씨티당구장,서울특별시 송파구 잠실동 185-5번지 2층 ,"서울특별시 송파구 백제고분로7길 52, 2층 (잠실동)",2020-04-13
당구장업,Win 당구클럽,"서울특별시 송파구 송파동 21-7번지 , 지하1층 ","서울특별시 송파구 백제고분로41길 6-7 (송파동, 홍우빌딩)",2020-04-13
당구장업,대박 당구장,서울특별시 송파구 가락동 72-6번지 지하1층 ,서울특별시 송파구 송이로 102 (가락동),2020-04-13
당구장업,나이스당구장,서울특별시 송파구 방이동 70번지 유성빌딩 3층 ,"서울특별시 송파구 올림픽로32길 29 (방이동, 유성빌딩)",2020-04-13
당구장업,월드컵당구클럽,서울특별시 송파구 송파동 19-7번지 지하1층 ,"서울특별시 송파구 백제고분로 383 (송파동, 성일빌딩)",2020-04-13
당구장업,허슬러당구클럽,서울특별시 송파구 삼전동 72-14번지 지하1층 ,"서울특별시 송파구 백제고분로32길 6 (삼전동, 수배빌딩)",2020-04-13
당구장업,스포츠당구장,서울특별시 송파구 방이동 187-8번지 지하1층 ,"서울특별시 송파구 양재대로71길 14 (방이동, 우민빌딩)",2020-04-13
당구장업,시그마당구장2,"서울특별시 송파구 신천동 7-19번지 시그마타워 지하 101-1, 101-2 ","서울특별시 송파구 올림픽로 289, 지하1층 (신천동, 잠실시그마타워)",2020-04-13
당구장업,보글당구장,서울특별시 송파구 방이동 36-3번지 5층 ,"서울특별시 송파구 올림픽로32길 9 (방이동, 방은빌딩)",2020-04-13
당구장업,스타당구장,서울특별시 송파구 오금동 72-9번지 3층 ,"서울특별시 송파구 마천로 138, 3층 (오금동)",2020-04-13
당구장업,DS캐롬클럽,서울특별시 송파구 잠실동 234-18번지 ,"서울특별시 송파구 백제고분로 163 (잠실동, 명성빌딩)",2020-04-13
당구장업,모두당구큐,서울특별시 송파구 방이동 63-11번지 3층 ,"서울특별시 송파구 올림픽로32길 20, 3층 (방이동)",2020-04-13
당구장업,스마일 당구장,서울특별시 송파구 잠실동 190-2번지 3층 ,"서울특별시 송파구 백제고분로7길 24-11, 3층 (잠실동)",2020-04-13
당구장업,매니아당구클럽,서울특별시 송파구 방이동 103-15번지 3층 ,"서울특별시 송파구 올림픽로32길 53 (방이동, 경우빌딩)",2020-04-13
당구장업,월드당구장,서울특별시 송파구 잠실동 183-1번지 3층 ,"서울특별시 송파구 백제고분로7길 39, 3층 (잠실동)",2020-04-13
당구장업,가이드 당구클럽,서울특별시 송파구 거여동 21-8번지 지하1층 ,"서울특별시 송파구 오금로 493 (거여동, 송파유통센타)",2020-04-13
당구장업,월드컵 당구장,서울특별시 송파구 잠실동 208-1번지 3층 ,"서울특별시 송파구 백제고분로17길 56, 3층 (잠실동)",2020-04-13
당구장업,영화 당구클럽,서울특별시 송파구 오금동 18-1번지 5층 ,"서울특별시 송파구 위례성대로20길 23, 5층 (오금동)",2020-04-13
당구장업,킹당구장,서울특별시 송파구 거여동 42-12번지 지하1층 ,"서울특별시 송파구 거마로 12, 지하1층 (거여동)",2020-04-13
당구장업,계림당구클럽,서울특별시 송파구 잠실동 222-10번지 지하1층 ,"서울특별시 송파구 올림픽로10길 58, 지하1층 (잠실동)",2020-04-13
당구장업,JJ당구클럽,서울특별시 송파구 송파동 84-4번지 지하1층 ,"서울특별시 송파구 백제고분로 382, 지하1층 (송파동)",2020-04-13
당구장업,프로2000당구장,서울특별시 송파구 방이동 203-4번지 2층 ,서울특별시 송파구 위례성대로18길 28 (방이동),2020-04-13
당구장업,씨티당구장,서울특별시 송파구 마천동 32-2번지 석일빌딩  4층 ,"서울특별시 송파구 마천로 240 (마천동, 석일빌딩)",2020-04-13
당구장업,매직당구장,서울특별시 송파구 방이동 124-19번지 2층 ,"서울특별시 송파구 백제고분로48길 44 (방이동, 동보빌딩)",2020-04-13
당구장업,스마일,서울특별시 송파구 송파동 29번지 지하1층 ,"서울특별시 송파구 백제고분로41길 40 (송파동, 부영빌딩)",2020-04-13
당구장업,코리아 당구클럽,서울특별시 송파구 석촌동 3-1번지 지하1층 ,"서울특별시 송파구 송파대로49길 59, 지하1층 (석촌동)",2020-04-13
당구장업,OK당구장,서울특별시 송파구 가락동 181-14번지 4층 ,"서울특별시 송파구 오금로46길 25, 4층 (가락동)",2020-04-13
당구장업,뱅뱅당구장,서울특별시 송파구 가락동 83-6번지 3층 ,"서울특별시 송파구 중대로9길 32 (가락동, 상원빌딩)",2020-04-13
당구장업,황실당구클럽,서울특별시 송파구 삼전동 48-3번지 2층 ,서울특별시 송파구 백제고분로22길 3 (삼전동),2020-04-13
당구장업,히트당구클럽,서울특별시 송파구 석촌동 295-12번지 ,서울특별시 송파구 백제고분로40길 37 (석촌동),2020-04-13
당구장업,느티나무당구장,서울특별시 송파구 문정동 29-3번지 지하1층 ,서울특별시 송파구 동남로6길 6 (문정동),2020-04-13
당구장업,즐겨찾기,서울특별시 송파구 잠실동 183-2번지 3층 ,"서울특별시 송파구 백제고분로7길 43, 3층 (잠실동)",2020-04-13
당구장업,럭셔리 당구클럽,서울특별시 송파구 가락동 18-7번지 2층 ,"서울특별시 송파구 송이로17길 61, 2층 (가락동)",2020-04-13
당구장업,큐볼당구장,"서울특별시 송파구 방이동 34-2번지 6층 601,602호","서울특별시 송파구 오금로11길 11-8, 6층 (방이동)",2020-04-13
당구장업,맨하탄당구클럽,"서울특별시 송파구 가락동 97-8번지 108, 109호","서울특별시 송파구 송파대로30길 11 (가락동, 이연파레스)",2020-04-13
당구장업,챔프3000,서울특별시 송파구 가락동 174-22번지 지하1층 ,서울특별시 송파구 오금로46길 16 (가락동),2020-04-13
당구장업,필름당구장,서울특별시 송파구 방이동 46-6번지 지하1층동 ,"서울특별시 송파구 백제고분로51길 23 (방이동, 에쿠스모델)",2020-04-13
당구장업,캣츠당구장,서울특별시 송파구 거여동 25번지 3층동 ,"서울특별시 송파구 거마로3길 4 (거여동, 뉴비전빌딩)",2020-04-13
당구장업,히든큐당구클럽,서울특별시 송파구 잠실동 193번지 태원빌딩 3층 ,"서울특별시 송파구 백제고분로7길 14 (잠실동, 태원빌딩)",2020-04-13
당구장업,K-1당구클럽,서울특별시 송파구 문정동 150-31번지 2층 ,"서울특별시 송파구 중대로 60-9 (문정동, 정원농산)",2020-04-13
당구장업,비케이당구클럽,서울특별시 송파구 가락동 87-1번지 2층 ,"서울특별시 송파구 중대로9길 48 (가락동, MOXENHOUSE)",2020-04-13
당구장업,구슬모아당구장,서울특별시 송파구 마천동 35-2번지 2층 ,서울특별시 송파구 거마로 63 (마천동),2020-04-13
당구장업,딴 당구클럽,서울특별시 송파구 삼전동 28-8번지 지하1층 ,"서울특별시 송파구 백제고분로 198 (삼전동, 정민빌딩)",2020-04-13
당구장업,7전8큐 당구장,서울특별시 송파구 송파동 131-21번지 전원빌딩 ,"서울특별시 송파구 백제고분로46길 12, 전원빌딩 (송파동)",2020-04-13
당구장업,유성당구장,서울특별시 송파구 거여동 31-13번지 3층 ,서울특별시 송파구 오금로 522 (거여동),2020-04-13
당구장업,반딧불 당구장,서울특별시 송파구 문정동 46-18번지 2층 ,서울특별시 송파구 송파대로22길 21 (문정동),2020-04-13
당구장업,J.M당구클럽,서울특별시 송파구 방이동 28번지 지하1층 ,"서울특별시 송파구 올림픽로30길 5 (방이동, 정윤빌딩)",2020-04-13
당구장업,동그라미 당구클럽,서울특별시 송파구 거여동 27번지 지층 ,"서울특별시 송파구 오금로 504 (거여동, 하나빌딩)",2020-04-13
당구장업,황제당구클럽,서울특별시 송파구 석촌동 255번지 3층 ,"서울특별시 송파구 가락로 70, 3층 (석촌동)",2020-04-13
당구장업,놀이터 당구클럽,서울특별시 송파구 송파동 104-5번지 지하1층 ,서울특별시 송파구 가락로 157 (송파동),2020-04-13
당구장업,빌앤 당구클럽,서울특별시 송파구 방이동 208-2번지 지하1층 ,"서울특별시 송파구 마천로 27 (방이동, 유장빌딩)",2020-04-13
당구장업,문정당구장,서울특별시 송파구 문정동 137-23번지 지하1층 ,서울특별시 송파구 송이로31길 28 (문정동),2020-04-13
당구장업,구슬모아,서울특별시 송파구 석촌동 273-5번지 지하1층 ,서울특별시 송파구 가락로 94 (석촌동),2020-04-13
당구장업,로 얄,서울특별시 송파구 삼전동 110-13번지 지하1층 ,"서울특별시 송파구 삼학사로19길 28 (삼전동, 캔쇼빌딩)",2020-04-13
당구장업,캐롬4U,서울특별시 송파구 오금동 89번지 3층 ,"서울특별시 송파구 중대로 304 (오금동, 천진빌딩)",2020-04-13
당구장업,라이프당구장,서울특별시 송파구 마천동 161-2번지 4층 ,서울특별시 송파구 성내천로 229 (마천동),2020-04-13
당구장업,구슬모아,서울특별시 송파구 잠실동 181-6번지 지하1층 ,"서울특별시 송파구 올림픽로 104 (잠실동, 동성빌딩)",2020-04-13
당구장업,브라보당구장,서울특별시 송파구 송파동 47-3번지 지하1층 ,"서울특별시 송파구 백제고분로 423 (송파동, 영동빌딩)",2020-04-13
당구장업,가락스포렉스,서울특별시 송파구 가락동 600번지 가락농수산물시장 청과동 3층 911-1호 ,"서울특별시 송파구 양재대로 932, 3층 911-1호 (가락동, 가락시장 청과동)",2020-04-13
당구장업,K-2당구클럽,서울특별시 송파구 삼전동 26-1번지 2층 ,"서울특별시 송파구 백제고분로25길 33, 2층 (삼전동)",2020-04-13
당구장업,SBS당구클럽,서울특별시 송파구 방이동 67-7번지 지하1층 ,"서울특별시 송파구 오금로13길 8, 지하1층 (방이동)",2020-04-13
당구장업,당구마을,서울특별시 송파구 삼전동 28-22번지 지하1층 ,"서울특별시 송파구 백제고분로 202, 지하1층 (삼전동)",2020-04-13
당구장업,거북당구장,서울특별시 송파구 풍납동 476-15번지 ,서울특별시 송파구 천호대로152길 17 (풍납동),2020-04-13
당구장업,SS당구,서울특별시 송파구 방이동 35-1번지 6층 ,서울특별시 송파구 올림픽로 348 (방이동),2020-04-13
당구장업,스타당구클럽,서울특별시 송파구 가락동 125-3번지 지하1층 ,서울특별시 송파구 동남로 145 (가락동),2020-04-13
당구장업,태도형 당구 클럽,서울특별시 송파구 문정동 620번지 대우푸르지오시티B02호 ,"서울특별시 송파구 새말로 62 (문정동, 대우푸르지오시티B02호)",2020-04-13
당구장업,명당구장,서울특별시 송파구 잠실동 234-5번지 2층 ,"서울특별시 송파구 백제고분로19길 3, 2층 (잠실동)",2020-04-13
당구장업,장수당구장,서울특별시 송파구 문정동 96-11번지 2층호,"서울특별시 송파구 새말로 141, 2층 (문정동)",2020-04-13
당구장업,카네기당구장,서울특별시 송파구 방이동 105-4번지 2층 ,"서울특별시 송파구 올림픽로32길 58, 2층 (방이동)",2020-04-13
당구장업,스포츠당구장,서울특별시 송파구 석촌동 273-1번지 지층 ,"서울특별시 송파구 가락로 84, 지층 (석촌동)",2020-04-13
당구장업,준당구장,서울특별시 송파구 송파동 17-3번지 지하1층 ,"서울특별시 송파구 백제고분로41길 11, 지하1층 (송파동)",2020-04-13
당구장업,시그마당구장,서울특별시 송파구 신천동 7-19번지 잠실시스마타워 지하1층 ,"서울특별시 송파구 올림픽로 289, 지하1층 B111~3호 (신천동, 잠실시그마타워)",2020-04-13
당구장업,당구일번지,서울특별시 송파구 가락동 81-2번지 2층 ,"서울특별시 송파구 송파대로30길 25, 2층 (가락동)",2020-04-13
당구장업,Billiards Club Han's,서울특별시 송파구 문정동 29-30번지 ,서울특별시 송파구 동남로4길 11 (문정동),2020-04-13
당구장업,티파니당구장,서울특별시 송파구 가락동 98-2번지 ,"서울특별시 송파구 송파대로30길 8, 2층 203호 (가락동, 훼밀리오피스텔)",2020-04-13
당구장업,땡큐당구장,서울특별시 송파구 방이동 186-11번지 ,서울특별시 송파구 양재대로71길 12 (방이동),2020-04-13
당구장업,에이스당구장,서울특별시 송파구 잠실동 182-6번지 ,서울특별시 송파구 백제고분로7길 29 (잠실동),2020-04-13
당구장업,청목당구장,서울특별시 송파구 잠실동 244-12번지 ,서울특별시 송파구 백제고분로19길 28 (잠실동),2020-04-13
당구장업,에스피당구클럽,서울특별시 송파구 가락동 99-5번지 ,서울특별시 송파구 중대로 97 (가락동),2020-04-13
당구장업,SBS당구클럽,서울특별시 송파구 잠실동 184-12번지 ,서울특별시 송파구 백제고분로7길 57 (잠실동),2020-04-13
당구장업,유명당구장,서울특별시 송파구 마천동 138-15번지 ,서울특별시 송파구 마천로41길 33 (마천동),2020-04-13
당구장업,하이런당구장,서울특별시 송파구 거여동 133-19번지 ,"서울특별시 송파구 거마로 49 (거여동, 초림빌딩)",2020-04-13
당구장업,사랑방 당구장,서울특별시 송파구 석촌동 18번지 ,"서울특별시 송파구 백제고분로33길 16, 지하1층 (석촌동)",2020-04-13
당구장업,당구타임클럽,서울특별시 송파구 잠실동 191-7번지 ,서울특별시 송파구 백제고분로7길 24 (잠실동),2020-04-13
당구장업,T&B Billiard Club,서울특별시 송파구 거여동 40번지 ,서울특별시 송파구 거마로2길 3-4 (거여동),2020-04-13
당구장업,오색당구장,서울특별시 송파구 마천동 41-4번지 ,"서울특별시 송파구 거마로 71 (마천동, 원천빌딩)",2020-04-13
당구장업,L.A당구클럽,서울특별시 송파구 마천동 323-164번지 ,"서울특별시 송파구 마천로 351, 3층 (마천동, 사자빌딩)",2020-04-13
당구장업,VIP당구장,서울특별시 송파구 방이동 64-6번지 3층 ,"서울특별시 송파구 올림픽로32길 18, 3층 (방이동, 경진빌딩)",2020-04-13
당구장업,당구존,서울특별시 송파구 잠실동 180-9번지 반석빌딩 4층 ,"서울특별시 송파구 백제고분로7길 27, 4층 (잠실동, 반석빌딩)",2020-04-13
당구장업,시카고포켓볼,서울특별시 송파구 방이동 61번지 지층 ,"서울특별시 송파구 올림픽로32길 23, 지층 (방이동)",2020-04-13
당구장업,나이스당구장,서울특별시 송파구 삼전동 131-14번지 3층 ,"서울특별시 송파구 삼학사로 87, 3층 (삼전동, 대경빌딩)",2020-04-13
당구장업,제임스,,"서울특별시 송파구 새말로 144, 2층 (문정동, 그린빌딩)",2020-04-13
당구장업,J당구클럽,,"서울특별시 송파구 오금로 487, 2층 (거여동)",2020-04-13
당구장업,정읍 당구장,,"서울특별시 송파구 마천로41길 15, 3층 (마천동)",2020-04-13
당구장업,큐52당구장,,"서울특별시 송파구 법원로11길 7, 지하2층 B211,B212호 (문정동, 문정현대지식산업센터1-2)",2020-04-13
당구장업,히트빌리어드클럽,,"서울특별시 송파구 송이로36길 68, 2층 (문정동, 신안빌딩)",2020-04-13
당구장업,만나당구클럽,,"서울특별시 송파구 중대로9길 53, 3층 (가락동, 영남빌딩)",2020-04-13
당구장업,IT당구클럽,,"서울특별시 송파구 중대로 135, 지하1층 비125,126호 (가락동, 아이티벤처타워)",2020-04-13
당구장업,스팅당구클럽,서울특별시 송파구 잠실동 209-2번지 ,"서울특별시 송파구 석촌호수로 84, 지하층 (잠실동, 내네빌딩)",2020-04-13
당구장업,시그마당구장3,서울특별시 송파구 신천동 7-19번지 ,"서울특별시 송파구 올림픽로 289, 지하1층 비101-3호 (신천동, 잠실시그마타워)",2020-04-13
당구장업,다섬당구장,서울특별시 송파구 오금동 130-8번지 경신빌딩 ,"서울특별시 송파구 마천로 지하 130-8 (오금동, 경신빌딩)",2020-04-13
당구장업,월드당구장,서울특별시 송파구 방이동 159-21번지 ,"서울특별시 송파구 가락로 269, 지하1층 (방이동, 소망빌딩)",2020-04-13
당구장업,스마일당구장,서울특별시 송파구 송파동 88번지 ,서울특별시 송파구 백제고분로42길 16 (송파동),2020-04-13
당구장업,삼손당구장,서울특별시 송파구 삼전동 180번지 ,서울특별시 송파구 백제고분로 262 (삼전동),2020-04-13
당구장업,문당구클럽,서울특별시 송파구 거여동 17-17번지 ,서울특별시 송파구 오금로57길 3-4 (거여동),2020-04-13
당구장업,프로당구장,서울특별시 송파구 삼전동 100-5번지 ,서울특별시 송파구 백제고분로27길 5 (삼전동),2020-04-13
당구장업,별 당구장,서울특별시 송파구 삼전동 14번지 ,"서울특별시 송파구 백제고분로21길 24 (삼전동, 0세아카데미어린이집)",2020-04-13
당구장업,히트 당구장,서울특별시 송파구 가락동 82-4번지 ,"서울특별시 송파구 중대로9길 26, 2층 (가락동)",2020-04-13
당구장업,스핀볼링센터 가든5,서울특별시 송파구 문정동 632번지 가든파이브웍스 ,"서울특별시 송파구 충민로 52, 가든파이브웍스 지하1층 BF1025~1028호 (문정동)",2020-04-13
당구장업,당구시간,서울특별시 송파구 송파동 131-12번지 지하1층 ,서울특별시 송파구 백제고분로46길 20 (송파동),2020-04-13
당구장업,성내천당구장,서울특별시 송파구 거여동 2-8번지 ,"서울특별시 송파구 성내천로 134, 지하1층 (거여동)",2020-04-13
당구장업,챔프당구클럽,서울특별시 송파구 방이동 111번지 ,"서울특별시 송파구 백제고분로48길 6, 2층 (방이동)",2020-04-13
당구장업,송파당구장,서울특별시 송파구 가락동 174-13번지 익산빌딩 ,"서울특별시 송파구 오금로44길 3, 익산빌딩 (가락동)",2020-04-13
당구장업,송파가브리엘당구클럽,서울특별시 송파구 송파동 19-2번지 ,"서울특별시 송파구 송파대로 438, 지하2층 (송파동)",2020-04-13
당구장업,당기자 당구장,서울특별시 송파구 문정동 651-10번지 파트너스1 ,"서울특별시 송파구 법원로 92, 파트너스1 (문정동)",2020-04-13
당구장업,JJ당구장,서울특별시 송파구 가락동 75-17번지 성공카랜드 ,"서울특별시 송파구 송이로20길 8, 성공카랜드 (가락동)",2020-04-13
당구장업,엠스테이트 당구장,서울특별시 송파구 문정동 643-1번지 엠스테이트 ,"서울특별시 송파구 법원로 114, 엠스테이트 E동 B214호 (문정동)",2020-04-13
당구장업,알파고 당구장,서울특별시 송파구 가락동 175-13번지 보람빌딩 ,"서울특별시 송파구 오금로46길 3, 보람빌딩 (가락동)",2020-04-13
당구장업,오투당구클럽,서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 C동 지하2층 223호 (문정동)",2020-04-13
썰매장업,한강시민공원 잠실지구 눈썰매장,서울특별시 송파구 잠실동 26번지 ,,2020-04-13
무도학원업,강남 댄스스포츠,서울특별시 송파구 잠실동 175-8번지 지하1층 ,"서울특별시 송파구 올림픽로 80 (잠실동, 영원빌딩)",2020-04-13
빙상장업,롯데월드아이스링크장,서울특별시 송파구 잠실동 40-1번지 ,서울특별시 송파구 올림픽로 240 (잠실동),2020-04-13
종합체육시설업,서울YMCA송파지회,서울특별시 송파구 잠실동 27-11번지 ,"서울특별시 송파구 올림픽로 211 (잠실동, 서울Y.M.C.A송파지회)",2020-04-13
종합체육시설업,서울곰두리체육센타,서울특별시 송파구 오금동 51-0번지 오금근린공원내 ,서울특별시 송파구 동남로 271 (오금동),2020-04-13
종합체육시설업,시그마스포츠클럽,서울특별시 송파구 신천동 7-19번지 시그마타워 지하1층 ,"서울특별시 송파구 올림픽로 289 (신천동, 잠실시그마타워)",2020-04-13
종합체육시설업,올림픽수영장,서울특별시 송파구 방이동 88-2번지 ,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)",2020-04-13
종합체육시설업,웰니스스포츠,서울특별시 송파구 문정동 90번지 문정고등학교내 ,"서울특별시 송파구 송이로34길 62 (문정동, 문정고등학교)",2020-04-13
종합체육시설업,시그니엘서울 피트니스클럽,,서울특별시 송파구 올림픽로 300 (신천동),2020-04-13
